"'s Graveland" , x, , , , , 
"Hardenberg (Ambt)" , x, , , , , 
"Hardenberg (Stad)" , x, , , , , 
"Harderwijk" , x, , , , , 
"Hardinxveld" , x, , , , , 
"Haren" , x, , , , , 
"Harenkarspel" , x, , , , , 
"Harlingen" , x, , , , , 
"Harmelen" , x, , , , , 
"Haskerland" , x, , , , , 
"Hasselt" , x, , , , , 
"Hattem" , x, , , , , 
"Havelte" , x, , , , , 
"Hazerswoude" , x, , , , , 
"Hedel" , x, , , , , 
"Hedikhuizen" , x, x, x, x, x, 
"Heek" , , , , x, , 
"Heel en Panheel" , x, , , , , 
"Heemskerk" , x, , , , , 
"Heemstede" , x, , , , , 
"Heenvliet" , x, , , , , 
"Heer" , x, , , , , 
"Heerde" , x, , , , , 
"Heerewaarden" , x, , , , , 
"Heerhugowaard" , x, , , , , x
"Heerjansdam" , x, , , , , x
"Heerlen" , x, , , , , x
"Heesbeen" , , , x, , x, 
"Heesbeen c.a." , , x, , , , 
"Heesbeen, Eethen en Genderen (Geene Kom)" , , , , x, , 
"Heesbeen, c. a." , x, , , , , 
"Heesch" , x, x, x, x, x, x
"Heeschwijk" , , , , , , x
"Heeswijk" , x, x, x, x, x, 
"Heeze" , x, x, x, x, x, x
"Hei- en Boeicop" , x, , , , , 
"Hei- en boeicop" , , , , , , x
"Heijthuijsen" , x, , , , , 
"Heijthuizen" , , , , , , x
"Heille" , x, , , , , 
"Heilo" , x, , , , , x
"Heinenoord" , x, , , , , x
"Heinkenszand" , x, , , , , x
"Heino" , x, , , , , x
"Hekelingen" , x, , , , , x
"Hekendorp" , x, , , , , x
"Helden" , x, , , , , x
"Helder" , x, , , , , x
"Hellendoorn" , x, , , , , x
"Hellevoetsluis" , x, , , , , x
"Helmond" , x, x, x, x, x, x
"Helvoet (Nieuw-)" , x, , , , , 
"Helvoirt" , x, x, x, x, x, x
"Hemelumer Oldephaert en Noordwolde" , x, , , , , 
"Hemelumer, Oldephaert en Noordwolde" , , , , , , x
"Hemmen" , x, , , , , x
"Hendrik-Ido-Ambacht" , x, , , , , x
"Hengelo" , x, , , , , 
"Hengelo (Geld.)" , , , , , , x
"Hengelo (Ov.)" , , , , , , x
"Hengstdijk" , x, , , , , x
"Hennaarderadeel" , x, , , , , x
"Hensbroek" , x, , , , , x
"Herkenbosch en Melick" , x, , , , , 
"Herkingen" , x, , , , , x
"Herpen" , x, x, x, x, x, x
"Herpt" , , , , x, , 
"Herpt c.a." , , x, x, , , 
"Herpt en Bern" , , , , , x, x
"Herpt, c. a." , x, , , , , 
"Herten" , x, , , , , x
"Herwen en Aerdt" , x, , , , , x
"Herwijnen" , x, , , , , x
"Heteren" , x, , , , , x
"Heukelem" , , , , , , x
"Heukelum" , x, , , , , 
"Heumen" , x, , , , , x
"Heusden" , x, x, x, x, x, x
"Hillegersberg" , x, , , , , 
"Hillegom" , x, , , , , x
"Hilligersberg" , , , , , , x
"Hilvarenbeek" , x, x, x, x, x, x
"Hilversum" , x, , , , , x
"Hindeloopen" , , , , , , x
"Hindelopen" , x, , , , , 
"Hoedekenskerke" , x, , , , , x
"Hoek" , x, , , , , x
"Hoenkoop" , x, , , , , x
"Hoensbroek" , x, , , , , x
"Hoevelaken" , x, , , , , x
"Hoeven" , , x, , x, x, x
"Hoeven c.a." , , , x, , , 
"Hoeven, c. a." , x, , , , , 
"Hof van Delft" , x, , , , , x
"Hoge- enLage Mierde" , , , , x, , 
"Holten" , x, , , , , x
"Hontenisse" , x, , , , , x
"Hoofdplaat" , x, , , , , x
"Hoogblokland" , x, , , , , x
"Hooge en Lage Mierde" , , , , , x, 
"Hooge en Lage Zwaluwe" , , , , , x, 
"Hooge- en Lage-Zwaluwe" , , , , x, , 
"Hooge- en Lagemierde" , x, , , , , x
"Hooge- en Lagezwaluwe" , , , , , , x
"Hooge-Mierde c.a." , , x, , , , 
"Hoogeloon" , , , x, , x, x
"Hoogeloon c.a." , , x, , , , 
"Hoogeloon, Hapert en Casteren (Geene kom)" , , , , x, , 
"Hoogeloon, c. a." , x, , , , , 
"Hoogemierde" , , , x, , , 
"Hoogeveen" , x, , , , , x
"Hoogezand" , x, , , , , x
"Hoogkarspel" , x, , , , , x
"Hoogkerk" , x, , , , , x
"Hoogland" , x, , , , , x
"Hoogvliet" , x, , , , , x
"Hoogwoud" , x, , , , , x
"Hoorn" , x, , , , , x
"Hoornaar" , x, , , , , x
"Horn" , x, , , , , x
"Horssem" , , , , , , x
"Horssen" , x, , , , , 
"Horst" , x, , , , , x
"Houten" , x, , , , , x
"Houthem" , x, , , , , x
"Houtrijk en Polanen" , x, , , , , 
"Huibergen" , , x, , , , 
"Huijbergen" , x, , x, x, , x
"Huiseling" , , x, , , , 
"Huisseling" , , , x, , , x
"Huisseling en Neerloon" , , , , x, x, 
"Huisseling, c. a." , x, , , , , 
"Huissen" , x, , , , , x
"Huizen" , x, , , , , x
"Hulsberg" , x, , , , , x
"Hulst" , x, , , , , x
"Hummelo" , x, , , , , 
"Hummelo en keppel" , , , , , , x
"Hunsel" , x, , , , , x
"Hurwenen" , x, , , , , x
"Huybergen" , , , , , x, 
"IJerseke" , x, , , , , 
"IJlst" , x, , , , , 
"IJsselmonde" , x, , , , , 
"IJsselmuiden" , x, , , , , 
"IJsselstein" , x, , , , , 
"IJzendijke" , x, , , , , 
"IJzendoorn" , x, , , , , 
"Idaarderadeel" , x, , , , , x
"Ijlst" , , , , , , x
"Ijsselmonde" , , , , , , x
"Ijsselmuiden" , , , , , , x
"Ijsselstein" , , , , , , x
"Ijzendijke" , , , , , , x
"Ijzendoorn" , , , , , , x
"Ilpendam" , x, , , , , x
"Itteren" , x, , , , , x
"Ittervoort" , x, , , , , x
"Jaarsveld" , x, , , , , x
"Jabeek" , x, , , , , x
"Jansteen (st)" , , , , , , x
"Jisp" , x, , , , , x
"Jupthaas" , , , , , , x
"Jutphaas" , x, , , , , 
"Kamerik" , x, , , , , x
"Kampen" , x, , , , , x
"Kamperveen" , x, , , , , x
"Kantens" , x, , , , , x
"Kapelle" , x, , , , , x
"Katendrecht" , x, , , , , 
"Kats" , x, , , , , x
"Kattendijke" , x, , , , , x
"Katwijk" , x, , , , , x
"Katwoude" , x, , , , , x
"Kedichem" , x, , , , , x
"Kerkrade" , x, , , , , x
"Kerkwerve" , x, , , , , x
"Kerkwijk" , x, , , , , x
"Kessel" , x, , , , , x
"Kesteren" , x, , , , , x
"Kethel c.a." , , , , , , x
"Kethel en Spaland" , x, , , , , 
"Klaaswaal" , x, , , , , x
"Klimmen" , x, , , , , x
"Kloetinge" , x, , , , , x
"Kloosterburen" , x, , , , , x
"Klundert" , x, x, x, x, x, x
"Kockengen" , x, , , , , x
"Koedijk" , x, , , , , x
"Koewacht" , x, , , , , x
"Kollumerland" , , , , , , x
"Kollumerland en Nieuw-kruisland" , x, , , , , 
"Koog aan de Zaan" , x, , , , , 
"Koog aan de zaan" , , , , , , x
"Kortenhoef" , x, , , , , x
"Kortgene" , x, , , , , x
"Koudekerk" , x, , , , , x
"Koudekerke" , x, , , , , x
"Krabbendiijke" , , , , , , x
"Krabbendijke" , x, , , , , 
"Kralingen" , x, , , , , 
"Krimpen a/d ijssel" , , , , , , x
"Krimpen a/d lek" , , , , , , x
"Krimpen aan de Lek" , x, , , , , 
"Krimpen aan den IJssel" , x, , , , , 
"Krommenie" , x, , , , , x
"Kruiningen" , x, , , , , x
"Kruis (St.)" , , , , , , x
"Kuinre" , x, , , , , x
"Kwadijk" , x, , , , , x
"LIENDEN." , , , , , , x
"Laag-nieuwkoop" , , , , , , x
"Laagnieuwkoop" , x, , , , , 
"Landsmeer" , x, , , , , x
"Langbroek" , x, , , , , 
"Langbroek." , , , , , , x
"Lange Ruige Weide." , , , , , , x
"Langerak" , x, , , , , 
"Langerak." , , , , , , x
"Langeruigeweide" , x, , , , , 
"Laren" , x, , , , , 
"Laren. (Geld.)" , , , , , , x
"Laren. (N.H.)" , , , , , , x
"Laurens (St.)." , , , , , , x
"Leek" , x, , , , , 
"Leek." , , , , , , x
"Leende" , x, x, x, x, x, 
"Leende." , , , , , , x
"Leens" , x, , , , , 
"Leens." , , , , , , x
"Leerbroek" , x, , , , , 
"Leerbroek." , , , , , , x
"Leerdam" , x, , , , , 
"Leerdam." , , , , , , x
"Leersum" , x, , , , , 
"Leersum." , , , , , , x
"Leeuwarden" , x, , , , , 
"Leeuwarden." , , , , , , x
"Leeuwarderadeel" , x, , , , , 
"Leeuwarderadeel." , , , , , , x
"Leiden." , , , , , , x
"Leiderdorp." , , , , , , x
"Leijden" , x, , , , , 
"Leijderdorp" , x, , , , , 
"Leijmuiden" , x, , , , , 
"Leimuiden." , , , , , , x
"Lekkerkerk" , x, , , , , 
"Lekkerkerk." , , , , , , x
"Lekkerland (Nieuw)" , , , , , , x
"Lekkerland (Nieuw-)" , x, , , , , 
"Lemsterland" , x, , , , , 
"Lemsterland." , , , , , , x
"Leusden" , x, , , , , 
"Leusden." , , , , , , x
"Lexmond" , x, , , , , 
"Lexmond." , , , , , , x
"Lichtenvoorde" , x, , , , , 
"Lichtenvoorde." , , , , , , x
"Liempde" , x, x, x, x, x, 
"Liempde." , , , , , , x
"Lienden" , x, , , , , 
"Lienshout" , , , , x, , 
"Lier (De)." , , , , , , x
"Lier (de)" , x, , , , , 
"Lierop" , x, x, x, x, x, 
"Lierop." , , , , , , x
"Lieshout" , x, x, x, , x, 
"Lieshout." , , , , , , x
"Limbricht" , x, , , , , 
"Limbricht." , , , , , , x
"Limburg" , x, , , , , 
"Limmen" , x, , , , , 
"Limmen." , , , , , , x
"Linden" , x, x, x, x, x, 
"Linden." , , , , , , x
"Lindt (Groote)" , x, , , , , 
"Linne" , x, , , , , 
"Linne." , , , , , , x
"Linschoten" , x, , , , , 
"Linschoten." , , , , , , x
"Lisse" , x, , , , , 
"Lisse." , , , , , , x
"Lith" , x, x, x, x, x, 
"Lith." , , , , , , x
"Lithoijen" , x, x, x, , , 
"Lithoijen (geene kom)" , , , , x, , 
"Lithoyen" , , , , , x, 
"Lithoyen." , , , , , , x
"Lochem" , x, , , , , 
"Lochem." , , , , , , x
"Loenen" , x, , , , , 
"Loenen." , , , , , , x
"Loenersloot" , x, , , , , 
"Loenersloot." , , , , , , x
"Lonneker" , x, , , , , 
"Lonneker." , , , , , , x
"Loon op Zand" , x, x, , x, , 
"Loon op Zand." , , , , , , x
"Loon-op-Zand" , , , , , x, 
"Loonopzand" , , , x, , , 
"Loosdrecht" , x, , , , , 
"Loosdrecht." , , , , , , x
"Loosduinen" , x, , , , , 
"Loosduinen." , , , , , , x
"Lopik" , x, , , , , 
"Lopik." , , , , , , x
"Loppersum" , x, , , , , 
"Loppersum." , , , , , , x
"Losser" , x, , , , , 
"Losser." , , , , , , x
"Luijksgestel" , x, x, x, x, , 
"Luyksgestel" , , , , , x, 
"Luyksgestel." , , , , , , x
"MAURIK" , , , , , , x
"MEDEMBLIK" , , , , , , x
"MEEDEN" , , , , , , x
"MEERKERK" , , , , , , x
"MEERLO" , , , , , , x
"MEERSSEN" , , , , , , x
"MEGEN c.a." , , , , , , x
"MEIJEL" , , , , , , x
"MELICK EN HERKENBOSCH" , , , , , , x
"MELISKERKE" , , , , , , x
"MELLISSANT" , , , , , , x
"MENALDUMADEEL" , , , , , , x
"MEPPEL" , , , , , , x
"MERKELBEEK" , , , , , , x
"MESCH" , , , , , , x
"MHEER" , , , , , , x
"MICHIELS-GESTEL (St.)" , , , , , , x
"MIDDELBURG" , , , , , , x
"MIDDELHARNIS" , , , , , , x
"MIDDELIE" , , , , , , x
"MIDDELSTUM" , , , , , , x
"MIDWOLDA" , , , , , , x
"MIDWOUD" , , , , , , x
"MIERLO" , , , , , , x
"MIJDRECHT" , , , , , , x
"MIJNSHEERENLAND" , , , , , , x
"MILL EN ST. HUBERT" , , , , , , x
"MILLINGEN" , , , , , , x
"MOERCAPELLE" , , , , , , x
"MOERGESTEL" , , , , , , x
"MOLENAARSGRAAF" , , , , , , x
"MONNICKENDAM" , , , , , , x
"MONSTER" , , , , , , x
"MONTFOORT" , , , , , , x
"MONTFORT" , , , , , , x
"MOOK EN MIDDELAAR" , , , , , , x
"MOORDRECHT" , , , , , , x
"MUIDEN" , , , , , , x
"MUNSTERGELEEN" , , , , , , x
"MUNTENDAM" , , , , , , x
"Maarheeze" , x, x, x, x, x, 
"Maarheeze." , , , , , , x
"Maarn" , x, , , , , 
"Maarn." , , , , , , x
"Maarssen" , x, , , , , 
"Maarssen." , , , , , , x
"Maarsseveen" , x, , , , , 
"Maarsseveen." , , , , , , x
"Maarten (St.)" , , , , , , x
"Maartensdijk" , x, , , , , 
"Maartensdijk (St.)." , , , , , , x
"Maartensdijk." , , , , , , x
"Maasbracht" , x, , , , , 
"Maasbracht." , , , , , , x
"Maasbree" , x, , , , , 
"Maasbree." , , , , , , x
"Maasdam" , x, , , , , 
"Maasdam." , , , , , , x
"Maashees" , , , x, , x, 
"Maashees c.a." , , x, , , , 
"Maashees, c. a." , x, , , , , 
"Maashees." , , , , , , x
"Maashoes en Overloon" , , , , x, , 
"Maasland" , x, , , , , 
"Maasland." , , , , , , x
"Maasniel" , x, , , , , 
"Maasniel." , , , , , , x
"Maassluis" , x, , , , , 
"Maassluis." , , , , , , x
"Maastricht" , x, , , , , 
"Maastricht." , , , , , , x
"Made c.a." , , x, x, , , 
"Made en Drimmelen" , , , , x, x, 
"Made, c. a." , x, , , , , 
"Made. C.a." , , , , , , x
"Margraten" , x, , , , , 
"Margraten." , , , , , , x
"Markelo" , x, , , , , 
"Markelo." , , , , , , x
"Marken" , x, , , , , 
"Marken." , , , , , , x
"Marum" , x, , , , , 
"Marum." , , , , , , x
"Mathenes (Oud- en Nieuw-)" , x, , , , , 
"Maurik" , x, , , , , 
"Medemblik" , x, , , , , 
"Meeden" , x, , , , , 
"Meerkerk" , x, , , , , 
"Meerlo" , x, , , , , 
"Meerssen" , x, , , , , 
"Meeuwen" , , x, , , , 
"Meeuwen Hill en Babylonienbr." , , , , , x, 
"Meeuwen c.a." , , , x, , , 
"Meeuwen, Hill en BabiloniÃ«nbroek" , , , , , , 
"Meeuwen, c. a." , x, , , , , 
"Megen" , , , x, , , 
"Megen c.a." , , x, , , , 
"Megen, Haren en Macharen" , , , , x, , 
"Megen, c. a." , x, , , , , 
"Megen, c.a." , , , , , x, 
"Meijel" , x, , , , , 
"Meliskerke" , x, , , , , 
"Melissant" , x, , , , , 
"Menaldumadeel" , x, , , , , 
"Meppel" , x, , , , , 
"Merkelbeek" , x, , , , , 
"Mesch" , x, , , , , 
"Mheer" , x, , , , , 
"Michelsgestel (St.)" , , , , x, , 
"Middelburg" , x, , , , , 
"Middelharnis" , x, , , , , 
"Middelie" , x, , , , , 
"Middelstum" , x, , , , , 
"Midwolde" , x, , , , , 
"Midwoud" , x, , , , , 
"Mierlo" , x, x, x, x, x, 
"Mijdrecht" , x, , , , , 
"Mijnsheerenland" , x, , , , , 
"Mill" , , , x, , , 
"Mill c.a." , , x, , , , 
"Mill en St. Hubert" , , , , , x, 
"Mill en st. Hubert" , , , , x, , 
"Mill, c. a." , x, , , , , 
"Millingen" , x, , , , , 
"Moercapelle" , x, , , , , 
"Moergestel" , x, x, x, x, x, 
"Molenaarsgraaf" , x, , , , , 
"Monnikendam" , x, , , , , 
"Monster" , x, , , , , 
"Montfoort" , x, , , , , 
"Montfort" , x, , , , , 
"Mook en Middelaar" , x, , , , , 
"Moordrecht" , x, , , , , 
"Muiden" , x, , , , , 
"Munstergeleen" , x, , , , , 
"Muntendam" , x, , , , , 
"NAALDWIJK" , , , , , , x
"NAARDEN" , , , , , , x
"NEDERHEMERT" , , , , , , x
"NEDERHORST DEN BERG" , , , , , , x
"NEDERWEERT" , , , , , , x
"NEEDE" , , , , , , x
"NEER" , , , , , , x
"NEERITTER" , , , , , , x
"NEUZEN" , , , , , , x
"NIBBIXWOUD" , , , , , , x
"NIEUW- EN ST. JOOSLAND" , , , , , , x
"NIEUWE NIEDORP" , , , , , , x
"NIEUWE-PEKELA" , , , , , , x
"NIEUWE-SCHANS" , , , , , , x
"NIEUWENDAM" , , , , , , x
"NIEUWENHAGEN" , , , , , , x
"NIEUWENHOORN" , , , , , , x
"NIEUWER-AMSTEL" , , , , , , x
"NIEUWERKERK" , , , , , , x
"NIEUWERKERK A/D IJSSEL" , , , , , , x
"NIEUWKOOP" , , , , , , x
"NIEUWKUYK" , , , , , , x
"NIEUWLAND" , , , , , , x
"NIEUWLEUSEN" , , , , , , x
"NIEUWOLDA" , , , , , , x
"NIEUWPOORT" , , , , , , x
"NIEUWSTADT" , , , , , , x
"NIEUWVEEN" , , , , , , x
"NIEUWVLIET" , , , , , , x
"NIGTEVECHT" , , , , , , x
"NIJEVEEN" , , , , , , x
"NIJKERK" , , , , , , x
"NIJMEGEN" , , , , , , x
"NISSE" , , , , , , x
"NOORBEEK" , , , , , , x
"NOORD-SCHARWOUDE" , , , , , , x
"NOORDBROEK" , , , , , , x
"NOORDDIJK" , , , , , , x
"NOORDELOOS" , , , , , , x
"NOORDGOUWE" , , , , , , x
"NOORDWELLE" , , , , , , x
"NOORDWIJK" , , , , , , x
"NOORDWIJKERHOUT" , , , , , , x
"NOOTDORP" , , , , , , x
"NORG" , , , , , , x
"NULAND" , , , , , , x
"NUNHEM" , , , , , , x
"NUTH" , , , , , , x
"Naaldwijk" , x, , , , , 
"Naarden" , x, , , , , 
"Nederhemert" , x, , , , , 
"Nederhorst den Berg" , x, , , , , 
"Nederweert" , x, , , , , 
"Neede" , x, , , , , 
"Neer" , x, , , , , 
"Neeritter" , x, , , , , 
"Neuzen" , x, , , , , 
"Nibbixwoud" , x, , , , , 
"Nieuw Vonsemeer" , , , , x, , 
"Nieuw- en St. Joosland" , x, , , , , 
"Nieuw-Helvoet" , , , , , , x
"Nieuw-Vosmeer" , , x, , , x, 
"Nieuw-Vosmeer." , , , , , , x
"Nieuwe Niedorp" , x, , , , , 
"Nieuwe Pekela" , x, , , , , 
"Nieuwe Schans" , x, , , , , 
"Nieuwendam" , x, , , , , 
"Nieuwenhagen" , x, , , , , 
"Nieuwenhoorn" , x, , , , , 
"Nieuwer Amstel" , x, , , , , 
"Nieuwerkerk" , x, , , , , 
"Nieuwerkerk aan den IJssel" , x, , , , , 
"Nieuwkoop" , x, , , , , 
"Nieuwkuijk en Onsenoort" , , , , , x, 
"Nieuwkuik" , , x, , , , 
"Nieuwkuik c.a." , , , x, , , 
"Nieuwkuik, c. a." , x, , , , , 
"Nieuwland" , x, , , , , 
"Nieuwleusen" , x, , , , , 
"Nieuwolda" , x, , , , , 
"Nieuwpoort" , x, , , , , 
"Nieuwstadt" , x, , , , , 
"Nieuwveen" , x, , , , , 
"Nieuwvliet" , x, , , , , 
"Nieuwvosmeer" , x, , x, , , 
"Nigtevecht" , x, , , , , 
"Nijeveen" , x, , , , , 
"Nijkerk" , x, , , , , 
"Nijmegen" , x, , , , , 
"Niouwkuijk" , , , , x, , 
"Nisse" , x, , , , , 
"Nistelrode" , x, x, x, x, x, 
"Nistelrode." , , , , , , x
"Noorbeek" , x, , , , , 
"Noord-Scharwoude" , x, , , , , 
"Noordbrabant" , x, , , , , 
"Noordbroek" , x, , , , , 
"Noorddijk" , x, , , , , 
"Noordeloos" , x, , , , , 
"Noordgouwe" , x, , , , , 
"Noordholland" , x, , , , , 
"Noordwelle" , x, , , , , 
"Noordwijk" , x, , , , , 
"Noordwijkerhout" , x, , , , , 
"Nootdorp" , x, , , , , 
"Norg" , x, , , , , 
"Nuenen c.a." , , x, x, , , 
"Nuenen, Gerwen en Nederwetten" , , , , , x, 
"Nuenen, Gerwen- en Nederwetten" , , , , x, , 
"Nuenen, c. a." , x, , , , , 
"Nulaad" , , , , x, , 
"Nuland" , x, x, x, , x, 
"Numansdorp" , x, , , , , 
"Numansdorp." , , , , , , x
"Nunen e.a" , , , , , , x
"Nunhem" , x, , , , , 
"Nuth" , x, , , , , 
"OBBICHT EN PAPENHOVEN" , , , , , , x
"OBDAM" , , , , , , x
"ODIJK" , , , , , , x
"ODOLIENBERG (St.)" , , , , , , x
"ODOORN" , , , , , , x
"OEDENRODE" , , , , , , x
"OEFFELT" , , , , , , x
"OERLE" , , , , , , x
"OESTGEEST" , , , , , , x
"OHE EN LAAK" , , , , , , x
"OIJEN EN TEEFFELEN" , , , , , , x
"OIRSBEEK" , , , , , , x
"OIRSCHOT" , , , , , , x
"OISTERWIJK" , , , , , , x
"OLDEBROEK" , , , , , , x
"OLDEHOVEN" , , , , , , x
"OLDEKERK" , , , , , , x
"OLDEMARKT" , , , , , , x
"OLDENZAAL" , , , , , , x
"OLST" , , , , , , x
"OMMEN (AMBT)" , , , , , , x
"OMMEN (STAD)" , , , , , , x
"ONSTWEDDE" , , , , , , x
"OOLTGENSPLAAT" , , , , , , x
"OOST- EN WESTSOUBURG" , , , , , , x
"OOSTBURG" , , , , , , x
"OOSTDONGERADEEL" , , , , , , x
"OOSTELBEERS" , , , , , , x
"OOSTERHESSELEN" , , , , , , x
"OOSTERHOUT" , , , , , , x
"OOSTERLAND" , , , , , , x
"OOSTHUIZEN" , , , , , , x
"OOSTKAPELLE" , , , , , , x
"OOSTMARSUM" , , , , , , x
"OOSTSTELLINGWERF" , , , , , , x
"OOSTVOORNE" , , , , , , x
"OOSTZAAN" , , , , , , x
"OPHEMERT" , , , , , , x
"OPLOO C.A." , , , , , , x
"OPMEER" , , , , , , x
"OPPERDOES" , , , , , , x
"OPSTERLAND" , , , , , , x
"OSS" , , , , , , x
"OSSENDRECHT" , , , , , , x
"OSSENISSE" , , , , , , x
"OTERLEEK" , , , , , , x
"OTTERSUM" , , , , , , x
"OTTOLAND" , , , , , , x
"OUD EN NIEUW GASTEL" , , , , , , x
"OUD-VALKENBURG" , , , , , , x
"OUD-VOSSEMEER" , , , , , , x
"OUD-VROENHOVEN" , , , , , , x
"OUDDORP" , , , , , , x
"OUDE-NIEDORP" , , , , , , x
"OUDE-PEKELA" , , , , , , x
"OUDEKERK AAN DEN IJSSEL" , , , , , , x
"OUDELANDE" , , , , , , x
"OUDENBOSCH" , , , , , , x
"OUDENDIJK" , , , , , , x
"OUDENHOORN" , , , , , , x
"OUDENRIJN" , , , , , , x
"OUDER-AMSTEL" , , , , , , x
"OUDEWATER" , , , , , , x
"OUDHEUSDEN" , , , , , , x
"OUDKARSPEL" , , , , , , x
"OUDRORP" , , , , , , x
"OUDSHOORN" , , , , , , x
"OUWERKERK" , , , , , , x
"OVERASSELT" , , , , , , x
"OVERSCHIE" , , , , , , x
"OVERSLAG" , , , , , , x
"OVEZANDE" , , , , , , x
"Obbicht en Papenhoven" , x, , , , , 
"Obdam" , x, , , , , 
"Odijk" , x, , , , , 
"Odoorn" , x, , , , , 
"Oeffelt" , x, x, x, x, x, 
"Oegstgeest" , x, , , , , 
"Oerle" , x, x, x, , x, 
"Ohe en Laak" , x, , , , , 
"Oijen c.a." , , x, x, , , 
"Oijen en Teeffelen (Geene kom)" , , , , x, , 
"Oijen, c. a." , x, , , , , 
"Oirsbeek" , x, , , , , 
"Oirschot" , x, x, x, x, x, 
"Oisterwijk" , x, x, x, , x, 
"Oldebroek" , x, , , , , 
"Oldehove" , x, , , , , 
"Oldekerk" , x, , , , , 
"Oldemarkt" , x, , , , , 
"Oldenzaal" , x, , , , , 
"Olst" , x, , , , , 
"Ommen (Ambt)" , x, , , , , 
"Ommen (Stad)" , x, , , , , 
"Onstwedde" , x, , , , , 
"Ooltgensplaat" , x, , , , , 
"Oost- en West-Souburg" , x, , , , , 
"Oost-, West- en Middel- Beers (Geene Kom)" , , , , x, , 
"Oostburg" , x, , , , , 
"Oostdongeradeel" , x, , , , , 
"Oostelbeers" , , x, x, , , 
"Oostelbeers c.a." , , , , , x, 
"Oostelbeers, c. a." , x, , , , , 
"Oosterhesselen" , x, , , , , 
"Oosterhout" , x, x, x, x, x, 
"Oosterland" , x, , , , , 
"Oosthuizen" , x, , , , , 
"Oostkapelle" , x, , , , , 
"Ooststellingwerf" , x, , , , , 
"Oostvoorne" , x, , , , , 
"Oostzaan" , x, , , , , 
"Ootmarsum" , x, , , , , 
"Op- en Neer- Andel" , , , , x, , 
"Ophemert" , x, , , , , 
"Oploo c.a." , , x, x, , x, 
"Oploo, St anthonis en Ledeacker" , , , , x, , 
"Oploo, c. a." , x, , , , , 
"Opmeer" , x, , , , , 
"Opperdoes" , x, , , , , 
"Opsterland" , x, , , , , 
"Oss" , x, x, x, , x, 
"Ossendrecht" , x, x, x, , x, 
"Ossenisse" , x, , , , , 
"Oterleek" , x, , , , , 
"Ottersum" , x, , , , , 
"Ottoland" , x, , , , , 
"Oud en N. Gastel" , , , , , x, 
"Oud en Nieuw Gastel" , , , , , x, 
"Oud en nieuw gastel" , , , , x, , 
"Oud- en Nieuw-Gastel" , x, x, x, , , 
"Oud-Valkenburg" , x, , , , , 
"Oud-Vossemeer" , x, , , , , 
"Oud-Vroenhoven" , x, , , , , 
"Ouddorp" , x, , , , , 
"Oude Niedorp" , x, , , , , 
"Oude Pekela" , x, , , , , 
"Oudelande" , x, , , , , 
